mIou,mAcc,allAcc
0.6078865247983903,0.6767559825482452,0.9298726652517314
0.6786690884767765,0.7127835939856129,0.971211784612455
0.6803011542606161,0.7110202247813312,0.9718672712370003
0.6991756450342321,0.7228999284010686,0.9784167786279361
0.7048768296346504,0.72700265869982,0.9802334535380879
