mIou,mAcc,allAcc
0.6016347020183992,0.6720127689151408,0.9285562386033218
0.6671627885954355,0.705313356608624,0.9674838009297718
0.6748591439340357,0.7083921792685243,0.9705210937825889
0.6989832514447873,0.7227387751258418,0.9785618168850571
0.7029931058702097,0.7260356363839827,0.980096296750039
