mIou,mAcc,allAcc
0.6076487460403209,0.6730556740037872,0.9322629961466573
0.6640396480858327,0.7028689704834058,0.9666053015734571
0.681891869286269,0.712208291925693,0.9730384506432709
0.7039211453357617,0.7256799139522809,0.9804036121818706
0.7077668502456063,0.7281049839366028,0.9815280788844565
