mIou,mAcc,allAcc
0.6062089422047393,0.6713177511334225,0.933700850894206
0.6560250441182982,0.6952216491341103,0.9654622610125128
0.6718890284834514,0.70628805994668,0.9709092249220627
0.7003668471391706,0.7226793879989926,0.980140802705835
0.7050599089949021,0.7253338191123048,0.9816494298638063
