mIou,mAcc,allAcc
0.6106144102896252,0.6776630227048297,0.9315794549947096
0.6639385128341482,0.7022959422559605,0.9661339946711841
0.6827609277338662,0.7128223200139304,0.972873592608692
0.7049377293270134,0.7259425223753894,0.9804666185199559
0.7096795460413762,0.7283350892341129,0.9819330867825968
