Epochs,Training Loss,Training Accuracy,Training Avg Loss (so far)
1,1.3728306293487549,0.3648294686922706,1.3728306293487549
1,1.3674672842025757,0.3727539849702255,1.370059566513553
1,1.3550961017608643,0.43069998766903606,1.3641022934798102
1,1.3520489931106567,0.442402581815271,1.3613104306898154
1,1.3482210636138916,0.465810915552866,1.3580688197070019
1,1.347763180732727,0.4706679343950547,1.3563745027908922
1,1.3280247449874878,0.5689370639861955,1.3535972135371497
1,1.3218934535980225,0.5744194114968444,1.345900777992562
1,1.3320063352584839,0.5349398765823543,1.3445407987887363
1,1.312349557876587,0.6320089219730451,1.3397046380752868
1,1.297548770904541,0.6826655735367493,1.3353560924472627
1,1.2857060432434082,0.7262457081677097,1.3289917145636836
1,1.283233404159546,0.7320056540663082,1.3243544466314363
1,1.2745435237884521,0.7800307069919313,1.3215795294088986
1,1.2658902406692505,0.7794993034153723,1.319850829818719
1,1.2810150384902954,0.7652912499371727,1.31887098670211
1,1.2508875131607056,0.8525573361481603,1.3154232430415531
1,1.242130160331726,0.8199777340881615,1.3118569234277673
1,1.2352509498596191,0.8272810637322292,1.3098925548540075
1,1.2388907670974731,0.8098581993350946,1.3076226443945944
1,1.2283411026000977,0.8098858392033014,1.304228891750258
1,1.2209186553955078,0.8366122425431234,1.301205344520465
1,1.2255574464797974,0.8309183231159799,1.2988040556331906
1,1.2143386602401733,0.8354077651866966,1.2957855144391421
1,1.2036985158920288,0.9297864506627376,1.291371152617306
1,1.1956636905670166,0.9316732335172041,1.283941531597273
1,1.2157559394836426,0.8764191428105771,1.282931039822604
1,1.1869995594024658,0.8897637795275561,1.2805592245636277
1,1.184041976928711,0.8863953061972832,1.2784308655698406
1,1.1756266355514526,0.8985901798735995,1.2760309054752255
1,1.1797730922698975,0.8838360723944212,1.274313675069927
1,1.1822983026504517,0.9400523400888535,1.2721326846284093
1,1.168893814086914,0.8781391812587591,1.2690394366595215
1,1.162915587425232,0.8971225155740109,1.2664817426993926
1,1.157617449760437,0.9673798530272472,1.261086091018993
1,1.1532342433929443,0.9665244740076616,1.2582606191085612
1,1.1552910804748535,0.9482288828337848,1.2559295679629825
1,1.1426148414611816,0.9559250693295032,1.2499192279079239
1,1.139926552772522,0.9565634472967257,1.2451358552359035
1,1.1486910581588745,0.9240932642487008,1.2439063146044345
1,1.1266061067581177,0.9629136690647471,1.2387672591425607
1,1.1275464296340942,0.9408641332639226,1.2365384007397744
1,1.1366037130355835,0.8579263269389176,1.2343834503623157
1,1.1275570392608643,0.8789189887313911,1.2327081212917208
1,1.1190569400787354,0.8882984159427673,1.2305304949923062
1,1.101399540901184,0.9330066285196279,1.2283237599382422
1,1.1162316799163818,0.9451203267915774,1.2271270344278553
1,1.11711847782135,0.8999810594103151,1.2231608242346659
1,1.0967499017715454,0.9194286960313967,1.2215096568137223
1,1.080736517906189,0.9820150165880898,1.2179221117174721
1,1.084267020225525,0.9690733669513482,1.2159194680692065
1,1.0947415828704834,0.8921452033072802,1.2140615850193242
1,1.0671378374099731,0.9856371531780791,1.2078326335672767
1,1.068034291267395,0.9802607418288634,1.2048047920630403
1,1.0988155603408813,0.9093964565227787,1.2039302854994833
1,1.0699540376663208,0.9166666666666643,1.2017983860974681
1,1.0608484745025635,0.9280790072786709,1.200019596334345
1,1.0504155158996582,0.9443028758645765,1.198285645542494
1,1.0670019388198853,0.8961519727228417,1.1967599796740784
1,1.0485553741455078,0.9494631527574414,1.192345343670253
1,1.0479795932769775,0.9335517354750823,1.1880093321410694
1,1.033753752708435,0.9700632160244133,1.183645582200638
1,1.0488226413726807,0.9076580995356717,1.1822377273051192
1,1.0185626745224,0.9856217549099606,1.1790552608488767
1,1.025795578956604,0.9331043174241789,1.176528155327799
1,1.0185726881027222,0.9439649122806985,1.1750519303100468
1,1.045840859413147,0.8758323651922562,1.173579983205256
1,1.0088239908218384,0.9758394279972872,1.1713221776267102
1,1.0174580812454224,0.9376767129880258,1.1696881571320512
1,1.0372205972671509,0.9415177318237067,1.1688056089692571
1,1.0283045768737793,0.9448785009600711,1.167493916950692
1,1.025294542312622,0.9354075917859327,1.1664417714113713
1,0.9992490410804749,0.9664426675740008,1.1651830307192785
1,1.006411075592041,0.951112584733271,1.1638835004933332
1,0.9871193170547485,0.9298108587351158,1.1613413201033147
1,0.988693356513977,0.9361510030189291,1.159506956586363
1,0.9761881232261658,0.9599618684461353,1.158205063866891
1,0.9944742321968079,0.9461672994070686,1.157092553441813
1,0.9630298018455505,0.9802352252208262,1.1547906425522017
1,0.9581093192100525,0.9467202141900909,1.152897226192742
1,0.9863377809524536,0.9535446569632561,1.1515002866277633
1,0.9484738707542419,0.9741252934482855,1.1460886425778003
1,0.9372153282165527,0.9878990586068866,1.1430524274706781
1,0.9418075680732727,0.9559181651830538,1.139195262050838
1,0.9437586069107056,0.9537585961584027,1.1378244425776243
1,0.9490143656730652,0.9324324324324297,1.1360883706030906
1,0.9383698105812073,0.9571719457013552,1.1338335829773585
1,0.9408854842185974,0.9272840059275566,1.1323970165551644
1,0.9265583753585815,0.9500241170480708,1.1304423934493488
1,0.9162634015083313,0.964041859667178,1.128860030339301
1,0.9113339185714722,0.978015282678782,1.1267069829476648
1,0.9015301465988159,0.9660797833046019,1.124809998587117
1,0.8951942324638367,0.9797300152104096,1.1195843780864152
1,0.9082918167114258,0.9389106636031854,1.1184001996168729
1,0.9047102332115173,0.9449741818988154,1.116793553528252
1,0.9170182943344116,0.9538241933342154,1.1153693340101707
1,0.9037990570068359,0.952411314630185,1.1136556066878218
1,0.8717542886734009,0.9762650836901509,1.1079816328058407
1,0.8925931453704834,0.9213782436844792,1.1062670805424701
1,0.8697002530097961,0.9641579608177553,1.1039753987606884
1,0.8644876480102539,0.9871124069710149,1.1000097886732558
1,0.860680103302002,0.9664132131527242,1.097917386977772
1,0.8699086904525757,0.9598173515981697,1.096662258683399
1,0.8349789977073669,0.9813944566989536,1.0908628178862085
1,0.8733330368995667,0.9382071366405532,1.089749105856395
1,0.8517393469810486,0.9620851948300141,1.0876345962202965
1,0.8479081392288208,0.9701639829602444,1.084619658147453
1,0.8378888964653015,0.9499713006543429,1.0824060842497931
1,0.8129340410232544,0.9758714675082456,1.0803938192543976
1,0.83857661485672,0.9590881511658115,1.0786945796572482
1,0.8123637437820435,0.9836493901181246,1.0748392974802568
1,0.8113307356834412,0.9588410274011756,1.0729955084776575
1,0.7996973395347595,0.9741872420534322,1.0714283587469682
1,0.7936220765113831,0.9565013483409507,1.0700218703999824
1,0.7760593891143799,0.9851391326146894,1.0643942160210986
1,0.8004125356674194,0.932359915137899,1.0619234570685907
1,0.8069123029708862,0.9435550775848797,1.0603476200744324
1,0.7941899299621582,0.9413889118628155,1.05852350356889
1,0.7719836235046387,0.957420410004791,1.0566180107513714
1,0.7594385147094727,0.9693148922483082,1.0548132153788934
1,0.7762866020202637,0.9323272813015774,1.052842493222543
1,0.7870261669158936,0.9351789615190685,1.051672174736384
1,0.79525226354599,0.9314174092210512,1.0499210431253845
1,0.776646614074707,0.9583807572653428,1.0486091911911795
1,0.7932103276252747,0.9573573337525509,1.0474333122360724
1,0.7414020895957947,0.9606066845103265,1.0449878446837748
1,0.7255624532699585,0.9659881473846916,1.0432044407680359
1,0.7249964475631714,0.9613657881073788,1.0413412204538166
1,0.7656941413879395,0.9657550454683718,1.039900825793699
1,0.7199064493179321,0.9589035804869244,1.0355944592011612
1,0.7026088237762451,0.9679801231802878,1.033933394945214
1,0.6882727742195129,0.9863833453517002,1.0276783537797194
1,0.6955772042274475,0.9560059317844753,1.0259605705408883
1,0.7409561276435852,0.9126139817629152,1.024313848045379
1,0.7065095901489258,0.9471124040249849,1.0231900759378054
1,0.711081862449646,0.9553129142538166,1.0216945026619804
1,0.6752668619155884,0.9867220130975068,1.0194481191922626
1,0.668739378452301,0.9524674445094328,1.0175550386534018
1,0.6806809306144714,0.94784901138406,1.0152460202930325
1,0.6903643012046814,0.9376803848209481,1.0136847084611584
1,0.6738625764846802,0.9402689586904549,1.0091792834012496
1,0.6475869417190552,0.9594789673347401,1.007442517212862
1,0.7187697887420654,0.9351354256233828,1.0065872053095422
1,0.6327143311500549,0.9831924815945814,1.0040631679906995
1,0.6741710901260376,0.9360435791385019,1.002490243205115
1,0.629980206489563,0.9699537981519246,0.9986347777615794
1,0.657042920589447,0.9572966550246609,0.9971612419764387
1,0.6119412779808044,0.9808062060304289,0.9918682981485699
1,0.6357624530792236,0.9435020557083319,0.9898693300767475
1,0.6170622706413269,0.9661938602295912,0.9878699905763447
1,0.5956375598907471,0.9772471667099202,0.9857186963329149
1,0.601423978805542,0.9507062891975823,0.983735281840193
1,0.5877267122268677,0.9706217550968701,0.9808850969505997
1,0.5933308601379395,0.969128473046781,0.9763417467494495
1,0.5872818827629089,0.9812465329348801,0.9731863160418068
1,0.6278495192527771,0.9513861464339273,0.9719147187991581
1,0.5835361480712891,0.9636198885654235,0.9661657170574903
1,0.585825502872467,0.9676292398178017,0.9637145775940177
1,0.5873914361000061,0.956018598243496,0.9620882147716615
1,0.6440154910087585,0.8966741901221426,0.9607331581068436
1,0.6233265995979309,0.9487626774847833,0.9595651125645813
1,0.5991814732551575,0.9581133113311304,0.9577304418960314
1,0.5823904871940613,0.966026112541374,0.9543480027391253
1,0.5682066679000854,0.967983491820365,0.9518218877084298
1,0.5824010372161865,0.9741432382515871,0.9503384408285611
1,0.5938377380371094,0.9265745930077365,0.948874387061654
1,0.5480486750602722,0.9752279635258333,0.9467219895888155
1,0.5469543933868408,0.9498909779075948,0.9453973744159615
1,0.5100623369216919,0.9854248450030149,0.9395362782340966
1,0.5641830563545227,0.9718507751937938,0.9385055176289425
1,0.5365133881568909,0.9703156067097903,0.9365999638257139
1,0.5469265580177307,0.9742540426715366,0.935304875799582
1,0.5258914828300476,0.9625744356737261,0.9336697737816819
1,0.5140431523323059,0.9735802370595005,0.9322202623512027
1,0.49083781242370605,0.9870357999950493,0.9298706661590291
1,0.514782190322876,0.9620947110113273,0.9278044189978978
1,0.5143148303031921,0.9522352777584616,0.9262659838573417
1,0.4935522973537445,0.9618225243431896,0.9246721511018393
1,0.48850110173225403,0.9697797465239302,0.9223574942646481
1,0.483884334564209,0.9630947298515206,0.9211673495540881
1,0.4725092947483063,0.9679139278381675,0.9176099390309482
1,0.5240389108657837,0.9389871692298546,0.91592620529834
1,0.45277467370033264,0.9817570694400456,0.911188992974584
1,0.4538520276546478,0.9728570978216293,0.909293195760948
1,0.4641575217247009,0.9731122057029222,0.9056584775142468
1,0.5041449069976807,0.9368338074510714,0.9042125750332005
1,0.5028976202011108,0.9378852939925985,0.9030561075222662
1,0.4771406054496765,0.9499437429678685,0.9009741389706533
1,0.41667670011520386,0.9840546697038703,0.8980541352698724
1,0.4123951196670532,0.9876252606093191,0.8954128307439518
1,0.40672653913497925,0.9829621394756224,0.8907582186698806
1,0.4358985126018524,0.9543086571324255,0.8890441038726384
1,0.40980198979377747,0.9778208892617437,0.8847485351349572
1,0.4093487858772278,0.972113038763891,0.8814769076123252
1,0.4985274374485016,0.9022942558809969,0.8796269137973732
1,0.45095908641815186,0.9362400503296016,0.8777739706126505
1,0.46995818614959717,0.9269859057799194,0.8766699459564374
1,0.4335378110408783,0.955260068398752,0.8746661017717755
1,0.4468304216861725,0.9405887440722928,0.8730060788803259
1,0.41925209760665894,0.9743045554460663,0.8716362344196116
1,0.4321688711643219,0.9489051094890488,0.8694480619580023
1,0.4033719003200531,0.9797793103448248,0.8675300885510401
1,0.39027097821235657,0.974698961301588,0.8651628546323186
1,0.4316185712814331,0.9445154570846921,0.8630654097508441
1,0.4140966534614563,0.9800428887659071,0.8616110900507365
1,0.40719351172447205,0.9588684650274505,0.8594487318990098
1,0.41098323464393616,0.9392470780798433,0.8555915016566094
1,0.36240455508232117,0.9790179997869827,0.8530217131670502
1,0.34072843194007874,0.9877086576136529,0.8498592051276832
1,0.36274442076683044,0.9769565338612081,0.8460871972990914
1,0.4064728915691376,0.9428645009381519,0.8447972807453574
1,0.42436647415161133,0.920499021526416,0.843290897599527
1,0.38762998580932617,0.9498869514045872,0.8416845813269995
1,0.3799104392528534,0.941968470387728,0.8370990526066662
1,0.38199520111083984,0.9754474125010978,0.8359470519435362
1,0.36836180090904236,0.9612905575179311,0.8345795000668312
1,0.332677960395813,0.9807318410688457,0.8303765623167682
1,0.3211458921432495,0.9840934467061737,0.827306000985663
1,0.3598184287548065,0.95707891940625,0.8257991860847682
1,0.36812248826026917,0.9460077309946343,0.8246010545336513
1,0.3974255621433258,0.9289169887628921,0.8228740496033523
1,0.3185345530509949,0.9707066532853167,0.8185263234387381
1,0.3136674463748932,0.9676247660347279,0.8130373876147525
