mIou,mAcc,allAcc
0.6071143923564379,0.6770904974727122,0.9293372667710911
0.6719423080647972,0.7076621059562019,0.9686883792280881
0.6773223687268122,0.7096382737124587,0.9706214509397593
0.7030303746058086,0.7241105018433804,0.9797221094751586
0.7082846199194003,0.7277611938573944,0.9813538252145257
