mIou,mAcc,allAcc
0.6091490412039771,0.681275536555863,0.9280757250267506
0.6728227579239832,0.7090380208183195,0.9690886592797868
0.6777098795295683,0.7103240193181344,0.9706858353649567
0.7045528366104925,0.7260999078639067,0.980091472960865
0.7094368915839825,0.7297502334948367,0.9817386223845193
