Epochs,Training Loss,Training Accuracy,Training Avg Loss (so far)
1,1.3577395677566528,0.4133312648671,1.3577395677566528
1,1.3654005527496338,0.3853824090342533,1.362572588278397
1,1.3778746128082275,0.34498545101842737,1.3655868789498251
1,1.3711583614349365,0.36434229726912465,1.3662979313985655
1,1.3496915102005005,0.4587472806381432,1.3592770180116043
1,1.363315463066101,0.4023545216714969,1.359673419603674
1,1.3403085470199585,0.47872090613992613,1.3557990431167393
1,1.3274574279785156,0.5553879716663509,1.3531435311543385
1,1.326359510421753,0.5586765332610116,1.3500528950918258
1,1.308042049407959,0.6331881741175595,1.345470568523661
1,1.2946281433105469,0.6801004433146273,1.3422716334091414
1,1.2905172109603882,0.6937137944445567,1.33788489763422
1,1.284940481185913,0.7097693618136526,1.3352546284310824
1,1.2921929359436035,0.7049432081594786,1.3329797961642496
1,1.2699131965637207,0.7409864797195774,1.3292851742697578
1,1.2611373662948608,0.7864884547830151,1.3270540088340255
1,1.2507082223892212,0.8117087213230302,1.3234353525474676
1,1.253614902496338,0.8367995577972758,1.3196270367819598
1,1.2407535314559937,0.8600181942233325,1.314708517347065
1,1.2371095418930054,0.8148094583845513,1.3122595319392125
1,1.2318271398544312,0.8233041024090286,1.309615106363919
1,1.2343026399612427,0.8652451407020572,1.3068495789020393
1,1.2174662351608276,0.9135178419498512,1.299882465727087
1,1.2063785791397095,0.9328282584567862,1.2912997714684689
1,1.2023725509643555,0.881575165277376,1.288506711343408
1,1.1996749639511108,0.9120489942866069,1.2847472578812693
1,1.1903454065322876,0.8820435762584492,1.2826042679864063
1,1.1871269941329956,0.9196414921265843,1.2787267416577854
1,1.1820704936981201,0.9435067426008426,1.2739318424651787
1,1.1834591627120972,0.926144244105406,1.2720567100157802
1,1.1747498512268066,0.8840615638880263,1.2687181868061663
1,1.1712688207626343,0.9496780797931077,1.2639571895057982
1,1.1677690744400024,0.9553696162648977,1.2598772053784093
1,1.1612472534179688,0.9421645312139557,1.2569770147821815
1,1.1616283655166626,0.885906364867477,1.2545703750147663
1,1.1611969470977783,0.866318321736204,1.2524506411731289
1,1.1698527336120605,0.8480093848522589,1.2511509496042401
1,1.159125566482544,0.8642286171063116,1.2498406469420416
1,1.1472233533859253,0.9578272055231676,1.2480820971168862
1,1.1359795331954956,0.9292150532453095,1.246790957209984
1,1.127152681350708,0.9613987167263612,1.2442615815289295
1,1.1229231357574463,0.9631454954101086,1.2418694029771065
1,1.1227666139602661,0.9738084361199913,1.2394278536554095
1,1.1423163414001465,0.9436879613133083,1.2378696007737118
1,1.1175092458724976,0.9605554831138319,1.2360155453145594
1,1.1068861484527588,0.9183263903670115,1.2338162588835393
1,1.0964099168777466,0.940019030789095,1.2318353166489842
1,1.11797034740448,0.8605402151008432,1.2298394883417099
1,1.094528317451477,0.9575335892514379,1.2259303255371892
1,1.0880591869354248,0.9559100142953855,1.2234034199465609
1,1.0753748416900635,0.9673606247745146,1.2202619346426045
1,1.0764888525009155,0.9605723617699646,1.2170249980411345
1,1.0931168794631958,0.9521012953475742,1.2157405993419665
1,1.0754821300506592,0.9216420853379569,1.2141451860125358
1,1.072487473487854,0.9368072003789629,1.2128743867830631
1,1.0741372108459473,0.9559470177237018,1.2107266595401218
1,1.0563215017318726,0.9555422228888526,1.2085958774076684
1,1.06622314453125,0.9309849521203799,1.2068823596992855
1,1.0649728775024414,0.9667311050137162,1.2050553671814892
1,1.0498738288879395,0.9642811023011932,1.2026425637589393
1,1.0524108409881592,0.9228556175109712,1.2006660205142492
1,1.0351250171661377,0.9665839023380902,1.1975510466118153
1,1.0375711917877197,0.9751957929898187,1.1948817107448284
1,1.0333806276321411,0.9837097684923743,1.1927448501542672
1,1.0408014059066772,0.9733135863186694,1.190752361721014
1,1.0147747993469238,0.9819277108433718,1.1870321987522983
1,1.0406323671340942,0.8962853611645122,1.1855186018656962
1,1.0115567445755005,0.9837995390663812,1.1828115842912819
1,1.0065805912017822,0.9801683486844983,1.1800412736751333
1,1.029740571975708,0.9553422814038285,1.1785982216667996
1,1.0048611164093018,0.9618083890974337,1.1770884562758426
1,0.9987547397613525,0.9572111057259549,1.1745143228639536
1,0.9886931777000427,0.9702394928386916,1.172419562399324
1,0.9872592687606812,0.9496253285731063,1.1708721791237946
1,0.983115017414093,0.9751942067149414,1.1685599120280012
1,0.9740594029426575,0.9819938048284493,1.1634302273464703
1,0.9806532263755798,0.9424819435324976,1.1620662433236681
1,0.9775343537330627,0.9381303423635253,1.1607985329002957
1,0.9513338804244995,0.9896910825238453,1.1571311824604646
1,0.9518550634384155,0.9841282928639135,1.1541278551070508
1,0.952224612236023,0.9641244856378053,1.1525513349943128
1,0.950396716594696,0.9524890481879692,1.1509810021020666
1,0.9462535381317139,0.9813395622277019,1.1486939042247153
1,0.9504309892654419,0.9491475312900334,1.1469495821901396
1,0.9271408319473267,0.9670652979151212,1.1439402338411269
1,0.9425854682922363,0.9509452071944228,1.1412241786122865
1,0.9174436330795288,0.9718082387815579,1.1381373100044654
1,0.9484185576438904,0.9288939051918708,1.136478754912618
1,0.9395054578781128,0.9503300330032981,1.134213082037153
1,0.9133668541908264,0.9656302120562287,1.1312096214031462
1,0.9275888800621033,0.9274187840611476,1.129604632133921
1,0.9081548452377319,0.984708820956268,1.1250881188612072
1,0.9054473042488098,0.9830341215318613,1.1221103809982511
1,0.8968435525894165,0.969029184038115,1.1202689088276492
1,0.8874651789665222,0.9657482064630787,1.1184076051323066
1,0.8878553509712219,0.9724964177678694,1.115509774150835
1,0.88032466173172,0.9479620955149923,1.113248832291642
1,0.8863116502761841,0.933028608741783,1.111816034915728
1,0.8855754733085632,0.9404510458540543,1.110197348307306
1,0.897150993347168,0.9396054261458021,1.1084912112334793
1,0.895209550857544,0.9495336693730918,1.1067941067151112
1,0.9107110500335693,0.898779429038349,1.1058808189159584
1,0.8934628367424011,0.9358157765801033,1.1048541730971517
1,0.8605237007141113,0.9640522120827054,1.1023630357251606
1,0.864509105682373,0.9663235520049134,1.1005585265492424
1,0.8520915508270264,0.9653932462757159,1.0984200229209757
1,0.858381450176239,0.9302433953471667,1.0968068791895147
1,0.8499480485916138,0.9397888038990018,1.095062624198641
1,0.8376563787460327,0.9600265751301039,1.0934726946012134
1,0.836280882358551,0.9726469886228005,1.089881329830436
1,0.8406604528427124,0.967191807798342,1.0884752005684577
1,0.813704788684845,0.9524130328270436,1.0854607362627036
1,0.7976306676864624,0.9845083564312948,1.0809493430713177
1,0.8330435752868652,0.9572645657750048,1.0797866829638907
1,0.807354748249054,0.9617799741572757,1.0772181883742367
1,0.7752611041069031,0.9802141527001853,1.0707527656468097
1,0.778431236743927,0.9549265244971441,1.0687602903103823
1,0.823121964931488,0.9344912939569779,1.0675762553319557
1,0.8230257034301758,0.9222348592550427,1.0665191998809436
1,0.7755448818206787,0.9627387986919828,1.0644178786489507
1,0.7856470346450806,0.9416003132750269,1.0622588497450611
1,0.7775920033454895,0.9493675213675182,1.0605882772216062
1,0.784526526927948,0.9233819747808009,1.0587789128340224
1,0.7622560262680054,0.9682526838215434,1.0565939551128967
1,0.7472794651985168,0.9826430452477831,1.0540461707102866
1,0.7591574192047119,0.9550487156775873,1.052480939438869
1,0.767132580280304,0.9657805564835539,1.051318806741041
1,0.7659432291984558,0.9610219308161838,1.0500975417899643
1,0.7485113739967346,0.9545222041385709,1.0463896584490315
1,0.7508193850517273,0.9424231615242823,1.0444643954728352
1,0.7061439156532288,0.9864346868042303,1.0416587990421957
1,0.7096837162971497,0.9751588677065252,1.039504344779695
1,0.7338854074478149,0.9616067903671489,1.0383502601966295
1,0.7250403761863708,0.9660790151540463,1.036611537584403
1,0.688140332698822,0.9753634212305572,1.0350102947802744
1,0.7074915766716003,0.9546923189895692,1.0333704818492984
1,0.6843382120132446,0.9661631266791681,1.0308559566046893
1,0.6731957793235779,0.9651973051010551,1.0290837966937627
1,0.6708616018295288,0.9732314187028241,1.027061825225231
1,0.65482097864151,0.9815453231843977,1.0212677048293535
1,0.6855441331863403,0.937661059153948,1.019211652548948
1,0.6429005861282349,0.9740159753632921,1.0170480603681942
1,0.6537706255912781,0.965628961825607,1.0143468634510735
1,0.6554720997810364,0.9615036557162748,1.0100614336337759
1,0.7078250050544739,0.9102738395804976,1.0087246580569535
1,0.6370919346809387,0.9684579439252309,1.0064609560203994
1,0.631915271282196,0.9584688918343538,1.004867884364532
1,0.6086887717247009,0.9796550487431093,1.0027139549995394
1,0.6127479076385498,0.9732371829998006,0.9997221108805903
1,0.6531757712364197,0.9303272016929809,0.997943522644559
1,0.5976426601409912,0.9805873824401121,0.992831821485633
1,0.5865749716758728,0.9766530275418612,0.9889371196733089
1,0.5753817558288574,0.9792029222737202,0.9850203548189533
1,0.5898368954658508,0.9736937036934235,0.9827158951922786
1,0.6021910309791565,0.9386238032225387,0.9810733993998595
1,0.5879718661308289,0.9428897772701276,0.9795286417394133
1,0.5515537261962891,0.9877070138861551,0.9760579878531731
