mIou,mAcc,allAcc
0.6075936818153472,0.6760219417845692,0.9338447422925898
0.6756820623722755,0.7087713572136783,0.9724987948349447
0.6784842019844224,0.7104850955090563,0.9735843881322901
0.7029597110305816,0.7246385378645018,0.9813303973726818
0.7084489504879796,0.7280193314922003,0.9828975141465779
